source,year,title,authors,keywords,index,pdf_path,awards,theoretical,implementation_url,public_datasets,total_datasets,Implementation,Data,Configuration,Experimental Procedure,Expertise
AAAI,2023,Hybrid CNN-Transformer Feature Fusion for Single Image Deraining,"Xiang Chen, Jinshan Pan, Jiyang Lu, Zhentao Fan, Hao Li","CV: Low Level & Physics-Based Vision, CV: Applications, CV: Computational Photography, Image & Video Synthesis, CV: Representation Learning for Vision",25111,AAAI/2023/Proceedings/25111 - Hybrid CNN-Transformer Feature Fusion for Single Image Deraining.pdf,,False,True,5,5,2,2,3,1,4
AAAI,2023,Unsupervised Multi-Exposure Image Fusion Breaking Exposure Limits via Contrastive Learning,"Han Xu, Liang Haochen, Jiayi Ma","CV: Computational Photography, Image & Video Synthesis, CV: Low Level & Physics-Based Vision, CV: Multi-modal Vision",25404,AAAI/2023/Proceedings/25404 - Unsupervised Multi-Exposure Image Fusion Breaking Exposure Limits via Contrastive Learning.pdf,,False,True,1,1,9,1,3,3,5
AAAI,2023,VideoDubber: Machine Translation with Speech-Aware Length Control for Video Dubbing,"Yihan Wu, Junliang Guo, Xu Tan, Chen Zhang, Bohan Li, Ruihua Song, Lei He, Sheng Zhao, Arul Menezes, Jiang Bian","SNLP: Machine Translation & Multilinguality, SNLP: Speech and Multimodality",26613,AAAI/2023/Proceedings/26613 - VideoDubber: Machine Translation with Speech-Aware Length Control for Video Dubbing.pdf,,False,False,0,1,10,5,9,1,8
AAAI,2023,Learning Adversarially Robust Sparse Networks via Weight Reparameterization,"Chenhao Li, Qiang Qiu, Zhibin Zhang, Jiafeng Guo, Xueqi Cheng","ML: Adversarial Learning & Robustness, CV: Adversarial Attacks & Robustness, ML: Learning on the Edge & Model Compression",26027,AAAI/2023/Proceedings/26027 - Learning Adversarially Robust Sparse Networks via Weight Reparameterization.pdf,,False,True,2,2,4,3,3,1,4
AAAI,2023,Proportionality in Approval-Based Participatory Budgeting,"Markus Brill, Stefan Forster, Martin Lackner, Jan Maly, Jannik Peters",GTEP: Social Choice / Voting,25686,AAAI/2023/Proceedings/25686 - Proportionality in Approval-Based Participatory Budgeting.pdf,,True,False,0,0,1,1,1,1,7
AAAI,2023,GOHSP: A Unified Framework of Graph and Optimization-Based Heterogeneous Structured Pruning for Vision Transformer,"Miao Yin, Burak Uzkent, Yilin Shen, Hongxia Jin, Bo Yuan","ML: Applications, ML: Representation Learning, CV: Representation Learning for Vision",26298,AAAI/2023/Proceedings/26298 - GOHSP: A Unified Framework of Graph and Optimization-Based Heterogeneous Structured Pruning for Vision Transformer.pdf,,False,False,2,2,10,2,3,5,5
AAAI,2023,Question Decomposition Tree for Answering Complex Questions over Knowledge Bases,"Xiang Huang, Sitao Cheng, Yiheng Shu, Yuheng Bao, Yuzhong Qu","SNLP: Question Answering, KRR: Ontologies and Semantic Web, SNLP: Syntax -- Tagging, Chunking & Parsing",26519,AAAI/2023/Proceedings/26519 - Question Decomposition Tree for Answering Complex Questions over Knowledge Bases.pdf,,False,True,2,2,3,2,3,2,2
AAAI,2023,FastAMI – a Monte Carlo Approach to the Adjustment for Chance in Clustering Comparison Metrics,"Kai Klede, Leo Schwinn, Dario Zanca, Björn Eskofier","ML: Clustering, ML: Probabilistic Methods",26003,AAAI/2023/Proceedings/26003 - FastAMI – a Monte Carlo Approach to the Adjustment for Chance in Clustering Comparison Metrics.pdf,,False,True,11,11,1,2,1,1,3
AAAI,2023,Lifting (D)QBF Preprocessing and Solving Techniques to (D)SSAT,"Che Cheng, Jie-Hong R. Jiang","CSO: Solvers and Tools, CSO: Constraint Optimization, CSO: Constraint Satisfaction, CSO: Other Foundations of Constraint Satisfaction & Optimization, CSO: Satisfiability",25504,AAAI/2023/Proceedings/25504 - Lifting (D)QBF Preprocessing and Solving Techniques to (D)SSAT.pdf,,False,True,2,2,1,1,7,1,4
AAAI,2023,RSPT: Reconstruct Surroundings and Predict Trajectory for Generalizable Active Object Tracking,"Fangwei Zhong, Xiao Bi, Yudi Zhang, Wei Zhang, Yizhou Wang","CV: Vision for Robotics & Autonomous Driving, CV: Motion & Tracking, CV: Multi-modal Vision",25482,AAAI/2023/Proceedings/25482 - RSPT: Reconstruct Surroundings and Predict Trajectory for Generalizable Active Object Tracking.pdf,,False,True,0,7,10,6,10,1,9
AAAI,2023,Efficient Embeddings of Logical Variables for Query Answering over Incomplete Knowledge Graphs,"Dingmin Wang, Yeyuan Chen, Bernardo Cuenca Grau","DMKM: Linked Open Data, Knowledge Graphs & KB Completion, DMKM: Applications, DMKM: Semantic Web",25588,AAAI/2023/Proceedings/25588 - Efficient Embeddings of Logical Variables for Query Answering over Incomplete Knowledge Graphs.pdf,,False,True,1,1,2,1,3,1,5
AAAI,2023,Correct for Whom? Subjectivity and the Evaluation of Personalized Image Aesthetics Assessment Models,"Samuel Goree, Weslie Khoo, David J. Crandall","PEAI: Philosophical Foundations of AI, CV: Image and Video Retrieval, APP: Art/Music/Creativity, APP: Humanities & Computational Social Science, PEAI: Morality and Value-Based AI, PEAI: Societal Impact of AI",26395,AAAI/2023/Proceedings/26395 - Correct for Whom? Subjectivity and the Evaluation of Personalized Image Aesthetics Assessment Models.pdf,,False,False,1,1,3,1,1,2,1
AAAI,2023,Differentiable Meta Multigraph Search with Partial Message Propagation on Heterogeneous Information Networks,"Chao Li, Hao Xu, Kun He","ML: Graph-based Machine Learning, ML: Auto ML and Hyperparameter Tuning, ML: Deep Neural Architectures",26026,AAAI/2023/Proceedings/26026 - Differentiable Meta Multigraph Search with Partial Message Propagation on Heterogeneous Information Networks.pdf,,False,True,6,6,2,3,4,1,3
AAAI,2023,Robust Feature Rectification of Pretrained Vision Models for Object Recognition,"Shengchao Zhou, Gaofeng Meng, Zhaoxiang Zhang, Richard Yi Da Xu, Shiming Xiang","CV: Object Detection & Categorization, CV: Applications",25492,AAAI/2023/Proceedings/25492 - Robust Feature Rectification of Pretrained Vision Models for Object Recognition.pdf,,False,False,4,4,8,5,5,1,3
AAAI,2023,SVFI: Spiking-Based Video Frame Interpolation for High-Speed Motion,"Lujie Xia, Jing Zhao, Ruiqin Xiong, Tiejun Huang","CV: Computational Photography, Image & Video Synthesis, CV: Low Level & Physics-Based Vision",25393,AAAI/2023/Proceedings/25393 - SVFI: Spiking-Based Video Frame Interpolation for High-Speed Motion.pdf,,False,True,3,3,9,3,4,1,5
AAAI,2023,A Data Source for Reasoning Embodied Agents,"Jack Lanchantin, Sainbayar Sukhbaatar, Gabriel Synnaeve, Yuxuan Sun, Kavya Srinet, Arthur Szlam","ML: Applications, ML: Relational Learning, ML: Representation Learning, SNLP: Applications, SNLP: Language Grounding, SNLP: Other Foundations of Speech & Natural Language Processing, SNLP: Question Answering",26017,AAAI/2023/Proceedings/26017 - A Data Source for Reasoning Embodied Agents.pdf,,False,True,1,1,2,1,1,1,2
AAAI,2023,Normalizing Flow Ensembles for Rich Aleatoric and Epistemic Uncertainty Modeling,"Lucas Berry, David Meger","ML: Calibration & Uncertainty Quantification, ML: Active Learning, ML: Ensemble Methods, ML: Multimodal Learning, ML: Probabilistic Methods",25834,AAAI/2023/Proceedings/25834 - Normalizing Flow Ensembles for Rich Aleatoric and Epistemic Uncertainty Modeling.pdf,,False,True,5,5,5,1,5,4,6
AAAI,2023,Graph Anomaly Detection via Multi-Scale Contrastive Learning Networks with Augmented View,"Jingcan Duan, Siwei Wang, Pei Zhang, En Zhu, Jingtao Hu, Hu Jin, Yue Liu, Zhibin Dong","ML: Multi-Instance/Multi-View Learning, ML: Graph-based Machine Learning",25591,AAAI/2023/Proceedings/25591 - Graph Anomaly Detection via Multi-Scale Contrastive Learning Networks with Augmented View.pdf,,False,True,6,6,3,4,3,4,4
AAAI,2023,Cross-Modal Contrastive Learning for Domain Adaptation in 3D Semantic Segmentation,"Bowei Xing, Xianghua Ying, Ruibin Wang, Jinfa Yang, Taiyan Chen","CV: 3D Computer Vision, CV: Applications, CV: Multi-modal Vision, CV: Segmentation, ML: Transfer, Domain Adaptation, Multi-Task Learning",26525,AAAI/2023/Proceedings/26525 - Cross-Modal Contrastive Learning for Domain Adaptation in 3D Semantic Segmentation.pdf,,False,False,3,3,8,3,5,3,6
AAAI,2023,FSR: A General Frequency-Oriented Framework to Accelerate Image Super-resolution Networks,"Jinmin Li, Tao Dai, Mingyan Zhu, Bin Chen, Zhi Wang, Shu-Tao Xia","CV: Low Level & Physics-Based Vision, CV: Applications, CV: Computational Photography, Image & Video Synthesis",25218,AAAI/2023/Proceedings/25218 - FSR: A General Frequency-Oriented Framework to Accelerate Image Super-resolution Networks.pdf,,False,True,4,4,1,3,2,2,4
AAAI,2023,SKDBERT: Compressing BERT via Stochastic Knowledge Distillation,"Zixiang Ding, Guoqing Jiang, Shuai Zhang, Lin Guo, Wei Lin","ML: Learning on the Edge & Model Compression, CV: Learning & Optimization for CV, CV: Representation Learning for Vision, SNLP: Language Models, SNLP: Learning & Optimization for SNLP, SNLP: Text Classification",25902,AAAI/2023/Proceedings/25902 - SKDBERT: Compressing BERT via Stochastic Knowledge Distillation.pdf,,False,True,1,1,4,3,1,1,3
AAAI,2023,Panoramic Video Salient Object Detection with Ambisonic Audio Guidance,"Xiang Li, Haoyuan Cao, Shijie Zhao, Junlin Li, Li Zhang, Bhiksha Raj","CV: Video Understanding & Activity Analysis, CV: Multi-modal Vision, CV: Object Detection & Categorization, CV: Segmentation",25227,AAAI/2023/Proceedings/25227 - Panoramic Video Salient Object Detection with Ambisonic Audio Guidance.pdf,,False,False,1,1,9,3,4,2,7
AAAI,2023,Heterogeneous Graph Masked Autoencoders,"Yijun Tian, Kaiwen Dong, Chunhui Zhang, Chuxu Zhang, Nitesh V. Chawla","ML: Graph-based Machine Learning, DMKM: Graph Mining, Social Network Analysis & Community Mining, ML: Unsupervised & Self-Supervised Learning, ML: Deep Generative Models & Autoencoders",26192,AAAI/2023/Proceedings/26192 - Heterogeneous Graph Masked Autoencoders.pdf,,False,True,4,4,1,2,2,2,4
AAAI,2023,Factual and Informative Review Generation for Explainable Recommendation,"Zhouhang Xie, Sameer Singh, Julian McAuley, Bodhisattwa Prasad Majumder","SNLP: Generation, DMKM: Recommender Systems, PEAI: Interpretability and Explainability, SNLP: Language Grounding",26618,AAAI/2023/Proceedings/26618 - Factual and Informative Review Generation for Explainable Recommendation.pdf,,False,True,3,3,3,2,3,2,4
AAAI,2023,Bayesian Cross-Modal Alignment Learning for Few-Shot Out-of-Distribution Generalization,"Lin Zhu, Xinbing Wang, Chenghu Zhou, Nanyang Ye","ML: Transfer, Domain Adaptation, Multi-Task Learning, CV: Applications, CV: Language and Vision, CV: Multi-modal Vision, CV: Representation Learning for Vision, ML: Applications, ML: Deep Neural Network Algorithms, ML: Meta Learning, ML: Multimodal Learning, ML: Other Foundations of Machine Learning, ML: Representation Learning",26355,AAAI/2023/Proceedings/26355 - Bayesian Cross-Modal Alignment Learning for Few-Shot Out-of-Distribution Generalization.pdf,,False,True,4,4,1,2,1,1,3
AAAI,2023,Positive Distribution Pollution: Rethinking Positive Unlabeled Learning from a Unified Perspective,"Qianqiao Liang, Mengying Zhu, Yan Wang, Xiuyuan Wang, Wanjia Zhao, Mengyuan Yang, Hua Wei, Bing Han, Xiaolin Zheng","ML: Semi-Supervised Learning, ML: Deep Generative Models & Autoencoders, ML: Unsupervised & Self-Supervised Learning",26051,AAAI/2023/Proceedings/26051 - Positive Distribution Pollution: Rethinking Positive Unlabeled Learning from a Unified Perspective.pdf,,False,False,2,3,10,2,2,1,4
AAAI,2024,ExpeL: LLM Agents Are Experiential Learners,"Andrew Zhao, Daniel Huang, Quentin Xu, Matthieu Lin, Yong-Jin Liu, Gao Huang","NLP: (Large) Language Models, CMS: Agent Architectures, ML: Reinforcement Learning, PRS: Planning with Language Models",31635,AAAI/2024/Proceedings/31635 - ExpeL: LLM Agents Are Experiential Learners.pdf,,False,True,4,4,2,3,4,1,3
AAAI,2024,Retrieval-Augmented Primitive Representations for Compositional Zero-Shot Learning,"Chenchen Jing, Yukun Li, Hao Chen, Chunhua Shen","CV: Language and Vision, CV: Image and Video Retrieval",28096,AAAI/2024/Proceedings/28096 - Retrieval-Augmented Primitive Representations for Compositional Zero-Shot Learning.pdf,,False,False,3,3,8,3,6,3,5
AAAI,2024,Selective and Orthogonal Feature Activation for Pedestrian Attribute Recognition,"Junyi Wu, Yan Huang, Min Gao, Yuzhen Niu, Mingjing Yang, Zhipeng Gao, Jianqiang Zhao","CV: Image and Video Retrieval, CV: Representation Learning for Vision",28818,AAAI/2024/Proceedings/28818 - Selective and Orthogonal Feature Activation for Pedestrian Attribute Recognition.pdf,,False,False,4,4,9,3,4,4,5
AAAI,2024,BAT: Behavior-Aware Human-Like Trajectory Prediction for Autonomous Driving,"Haicheng Liao, Zhenning Li, Huanming Shen, Wenxuan Zeng, Dongping Liao, Guofa Li, Chengzhong Xu","ROB: Motion and Path Planning, ROB: Other Foundations and Applications",29712,AAAI/2024/Proceedings/29712 - BAT: Behavior-Aware Human-Like Trajectory Prediction for Autonomous Driving.pdf,,False,True,3,4,3,5,7,4,4
AAAI,2024,DTMFormer: Dynamic Token Merging for Boosting Transformer-Based Medical Image Segmentation,"Zhehao Wang, Xian Lin, Nannan Wu, Li Yu, Kwang-Ting Cheng, Zengqiang Yan","CV: Medical and Biological Imaging, CV: Segmentation",28770,AAAI/2024/Proceedings/28770 - DTMFormer: Dynamic Token Merging for Boosting Transformer-Based Medical Image Segmentation.pdf,,False,True,3,3,1,1,4,2,3
AAAI,2024,Spatio-Temporal Pivotal Graph Neural Networks for Traffic Flow Forecasting,"Weiyang Kong, Ziyu Guo, Yubao Liu","DMKM: Mining of Spatial, Temporal or Spatio-Temporal Data",29368,AAAI/2024/Proceedings/29368 - Spatio-Temporal Pivotal Graph Neural Networks for Traffic Flow Forecasting.pdf,,False,False,7,7,10,1,10,1,8
AAAI,2024,A General Theoretical Framework for Learning Smallest Interpretable Models,"Sebastian Ordyniak, Giacomo Paesani, Mateusz Rychlicki, Stefan Szeider","KRR: Computational Complexity of Reasoning, ML: Transparent, Interpretable, Explainable ML",29781,AAAI/2024/Proceedings/29781 - A General Theoretical Framework for Learning Smallest Interpretable Models.pdf,,True,False,0,0,1,1,1,1,8
AAAI,2024,G2P-DDM: Generating Sign Pose Sequence from Gloss Sequence with Discrete Diffusion Model,"Pan Xie, Qipeng Zhang, Peng Taiying, Hao Tang, Yao Du, Zexian Li","CV: Computational Photography, Image & Video Synthesis",28860,AAAI/2024/Proceedings/28860 - G2P-DDM: Generating Sign Pose Sequence from Gloss Sequence with Discrete Diffusion Model.pdf,,False,True,1,1,7,2,7,2,7
AAAI,2024,Generative Multi-Modal Knowledge Retrieval with Large Language Models,"Xinwei Long, Jiali Zeng, Fandong Meng, Zhiyuan Ma, Kaiyan Zhang, Bowen Zhou, Jie Zhou","NLP: Information Extraction, NLP: (Large) Language Models, NLP: Language Grounding & Multi-modal NLP",31456,AAAI/2024/Proceedings/31456 - Generative Multi-Modal Knowledge Retrieval with Large Language Models.pdf,,False,True,3,3,3,1,4,2,2
AAAI,2024,Learning Persistent Community Structures in Dynamic Networks via Topological Data Analysis,"Dexu  Kong, Anping Zhang, Yang Li","DMKM: Graph Mining, Social Network Analysis & Community, ML: Clustering, ML: Deep Learning Algorithms",29366,AAAI/2024/Proceedings/29366 - Learning Persistent Community Structures in Dynamic Networks via Topological Data Analysis.pdf,,False,True,1,1,1,1,5,7,3
AAAI,2024,Primitive-Based 3D Human-Object Interaction Modelling and Programming,"Siqi Liu, Yong-Lu Li, Zhou Fang, Xinpeng Liu, Yang You, Cewu Lu","CV: 3D Computer Vision, CV: Representation Learning for Vision",28323,AAAI/2024/Proceedings/28323 - Primitive-Based 3D Human-Object Interaction Modelling and Programming.pdf,,False,True,0,1,10,6,9,1,6
AAAI,2024,P2BPO: Permeable Penalty Barrier-Based Policy Optimization for Safe RL,"Sumanta Dey, Pallab Dasgupta, Soumyajit Dey",General,31928,AAAI/2024/Proceedings/31928 - P2BPO: Permeable Penalty Barrier-Based Policy Optimization for Safe RL.pdf,,False,True,8,8,3,1,2,2,3
AAAI,2024,Enhanced Fine-Grained Motion Diffusion for Text-Driven Human Motion Synthesis,"Dong Wei, Xiaoning Sun, Huaijiang Sun, Shengxiang Hu, Bin Li, Weiqing Li, Jianfeng Lu","CV: Biometrics, Face, Gesture & Pose, CV: Language and Vision, CV: Vision for Robotics & Autonomous Driving, HAI: Applications",28784,AAAI/2024/Proceedings/28784 - Enhanced Fine-Grained Motion Diffusion for Text-Driven Human Motion Synthesis.pdf,,False,False,2,2,9,4,5,2,6
AAAI,2024,Aspect-Based Sentiment Analysis with Explicit Sentiment Augmentations,"Jihong Ouyang, Zhiyao Yang, Silong Liang, Bing Wang, Yimeng Wang, Ximing Li","NLP: Sentiment Analysis, Stylistic Analysis, and Argument Mining",31478,AAAI/2024/Proceedings/31478 - Aspect-Based Sentiment Analysis with Explicit Sentiment Augmentations.pdf,,False,False,1,1,6,1,4,3,5
AAAI,2024,TACIT: A Target-Agnostic Feature Disentanglement Framework for Cross-Domain Text Classification,"Rui Song, Fausto Giunchiglia, Yingji Li, Mingjie Tian, Hao Xu","NLP: Text Classification, NLP: Applications",31511,AAAI/2024/Proceedings/31511 - TACIT: A Target-Agnostic Feature Disentanglement Framework for Cross-Domain Text Classification.pdf,,False,True,1,1,3,1,2,1,3
AAAI,2024,MCSSME: Multi-Task Contrastive Learning for Semi-supervised Singing Melody Extraction from Polyphonic Music,Shuai Yu,APP: Other Applications,27790,AAAI/2024/Proceedings/27790 - MCSSME: Multi-Task Contrastive Learning for Semi-supervised Singing Melody Extraction from Polyphonic Music.pdf,,False,False,8,8,9,2,10,1,4
AAAI,2024,X-RefSeg3D: Enhancing Referring 3D Instance Segmentation via Structured Cross-Modal Graph Neural Networks,"Zhipeng Qian, Yiwei Ma, Jiayi Ji, Xiaoshuai Sun","CV: 3D Computer Vision, CV: Language and Vision",28501,AAAI/2024/Proceedings/28501 - X-RefSeg3D: Enhancing Referring 3D Instance Segmentation via Structured Cross-Modal Graph Neural Networks.pdf,,False,True,2,2,1,2,4,2,3
AAAI,2024,STEM: Unleashing the Power of Embeddings for Multi-Task Recommendation,"Liangcai Su, Junwei Pan, Ximei Wang, Xi Xiao, Shijie Quan, Xihua Chen, Jie Jiang","DMKM: Recommender Systems, DMKM: Applications",29441,AAAI/2024/Proceedings/29441 - STEM: Unleashing the Power of Embeddings for Multi-Task Recommendation.pdf,,False,True,3,3,3,1,2,3,3
AAAI,2024,ImageSTEAM: Teacher Professional Development for Integrating Visual Computing into Middle School Lessons,"Suren Jayasuriya, Kimberlee Swisher, Joshua D. Rego, Sreenithy Chandran, John Mativo, Terri Kurz, Cerenity E. Collins, Dawn T. Robinson, Ramana Pidaparti","AI Education, Computer Vision, Visual Computing, Teacher Professional Development",32399,AAAI/2024/Proceedings/32399 - ImageSTEAM: Teacher Professional Development for Integrating Visual Computing into Middle School Lessons.pdf,,False,False,1,1,1,1,1,1,1
AAAI,2024,Simplifying Complex Observation Models in Continuous POMDP Planning with Probabilistic Guarantees and Practice,"Idan Lev-Yehudi, Moran Barenboim, Vadim Indelman","PRS: Planning with Markov Models (MDPs, POMDPs)",31749,AAAI/2024/Proceedings/31749 - Simplifying Complex Observation Models in Continuous POMDP Planning with Probabilistic Guarantees and Practice.pdf,,False,False,0,1,8,7,6,2,8
